CurrencyPair,Rate,AsOfDate
KPW/IQD,773.01,11/21/2020 23:30:47
PKR/SZL,897.39,10/06/2021 14:33:40
BBD/LTL,440.84,09/17/2022 05:07:59
MXN/AFN,623.16,05/24/2021 03:08:07
AED/PHP,495.11,11/21/2021 15:22:16
BHD/DOP,554.64,01/29/2022 12:10:50
XPT/AMD,569.65,03/14/2023 10:43:33
IDR/MRO,168.34,01/31/2021 07:50:50
SBD/WST,841.26,01/12/2022 18:53:41
ZAR/GMD,106.71,10/09/2020 01:13:26
NZD/AOA,370.09,12/29/2020 02:51:09
PEN/LYD,926.22,10/23/2022 23:02:19
PYG/AOA,962.65,03/16/2022 15:49:14
PYG/VUV,415.66,12/14/2021 07:42:15
SBD/IDR,81.24,02/20/2021 02:00:16
USD/XAF,462.00,05/04/2021 02:53:16
NZD/TWD,642.80,12/18/2020 02:05:52
SDG/AOA,827.51,02/13/2021 10:46:46
SCR/SZL,884.12,02/07/2023 13:46:18
TRY/JPY,454.62,09/10/2021 04:45:44
LYD/RON,75.11,12/26/2022 08:36:57
FJD/ALL,437.41,04/04/2022 05:59:42
GEL/BTN,888.56,04/19/2021 14:34:50
BAM/NAD,100.50,07/17/2022 09:50:59
AUD/DKK,277.16,12/03/2020 19:08:48
BTN/BTN,386.87,04/25/2022 13:56:32
MUR/CVE,67.89,08/19/2022 02:49:21
SLL/CUC,73.28,02/17/2021 05:53:47
PAB/MUR,638.59,08/02/2023 23:40:05
ERN/HKD,129.14,05/05/2022 23:17:41
LSL/CVE,781.14,02/14/2022 00:25:48
MUR/HKD,672.65,09/23/2021 17:20:34
JMD/PKR,81.71,03/05/2023 01:26:29
KES/IDR,897.56,08/07/2023 14:43:56
XBA/SYP,646.27,02/18/2023 07:27:18
JMD/BBD,9.76,03/19/2023 06:36:21
XBB/GTQ,472.77,06/19/2021 03:07:06
XBD/KMF,700.37,04/22/2021 05:08:08
XAG/KYD,166.99,03/10/2021 08:18:46
SBD/SVC,494.09,02/12/2022 02:11:01
GMD/ZMK,208.15,01/13/2021 22:43:22
MYR/GEL,927.54,12/21/2021 00:46:13
SHP/CUC,913.77,06/10/2021 06:50:26
NZD/COP,925.14,05/04/2022 10:38:26
KYD/BIF,602.86,04/28/2021 14:32:45
ZWL/PAB,602.99,11/22/2020 03:19:55
XCD/LYD,649.54,08/15/2021 09:41:06
GHS/PEN,444.02,04/01/2021 17:07:56
PGK/GNF,580.34,11/29/2021 06:48:07
AWG/HKD,729.83,01/28/2023 21:56:40
DJF/ZAR,161.44,06/21/2022 03:07:45
CLP/XBA,907.21,07/07/2022 00:32:38
PGK/FJD,910.63,04/14/2021 12:06:43
XBC/RWF,94.21,03/09/2023 11:10:20
NAD/XBB,565.79,03/08/2022 00:26:03
TJS/TOP,50.55,12/12/2021 00:59:42
HUF/STN,209.81,10/14/2020 03:08:14
KWD/MNT,72.29,05/14/2023 17:59:51
DJF/PHP,737.80,01/16/2023 00:42:31
SDG/COP,764.15,10/24/2020 05:23:50
CNY/CAD,125.24,02/06/2021 02:54:40
KMF/MGA,344.17,10/02/2020 04:51:04
AMD/TTD,54.02,08/29/2022 03:13:56
BHD/XTS,931.90,03/01/2023 16:37:41
XBA/TRY,911.07,12/15/2022 02:02:40
RUB/THB,764.63,12/07/2021 18:07:21
KHR/SGD,163.58,06/06/2023 01:56:12
ETB/CHF,654.61,10/28/2020 03:11:03
MRO/ANG,533.09,01/16/2023 01:38:22
KRW/TND,994.25,09/09/2021 23:02:51
SBD/YER,261.82,06/26/2021 09:09:09
CVE/PEN,880.83,08/10/2023 03:24:45
SVC/LSL,771.56,04/19/2023 13:05:13
GBP/ERN,516.99,11/06/2021 11:16:51
BGN/ZWL,79.55,07/07/2023 06:59:09
BSD/LKR,550.02,03/25/2021 17:03:35
SCR/FJD,663.42,05/25/2021 13:42:54
MOP/HNL,680.38,04/21/2021 08:54:43
LSL/KPW,86.28,11/29/2021 05:34:06
JPY/GIP,989.19,04/22/2023 00:25:12
ZAR/XBA,637.29,01/06/2021 14:58:29
PGK/PLN,115.23,06/07/2021 08:23:37
IDR/HKD,806.98,04/10/2022 09:36:43
SDG/KES,469.36,07/17/2022 09:06:10
BBD/YER,470.17,12/19/2020 12:51:55
HTG/ERN,5.50,11/24/2020 10:02:10
JMD/WST,543.97,09/11/2021 11:16:43
GBP/CUC,26.70,10/24/2020 22:08:04
NGN/BTN,145.27,07/13/2021 22:26:50
NGN/BTN,583.46,06/12/2021 05:45:50
SHP/DKK,164.09,01/24/2021 13:12:14
LRD/SZL,695.10,07/03/2022 14:10:58
MWK/XAG,958.82,03/14/2021 15:28:49
BDT/PKR,419.57,09/02/2023 06:46:05
SGD/BDT,20.98,02/11/2022 12:34:20
BMD/SDG,629.92,02/12/2021 22:48:05
KWD/UZS,16.44,12/26/2022 10:53:24
UAH/FJD,565.49,11/01/2021 13:54:26
NPR/ERN,697.37,09/05/2023 15:39:56
MMK/SZL,751.63,07/16/2022 07:01:09
KES/HNL,502.45,08/01/2023 09:09:23
IRR/SDG,207.97,12/14/2022 04:30:26
BND/XPD,522.16,10/12/2021 02:23:06
GHS/NPR,354.72,01/09/2022 00:26:16
XBA/MRO,36.46,08/06/2022 09:15:42
XOF/XTS,800.55,06/24/2021 22:44:01
TMT/FKP,35.79,11/08/2021 06:58:27
BOB/SZL,556.56,10/31/2020 18:43:54
BDT/BWP,212.44,05/31/2023 18:35:15
MMK/SVC,574.30,08/08/2021 02:35:48
BSD/BHD,351.60,02/08/2023 02:18:33
GEL/GIP,281.59,06/18/2023 10:21:48
SEK/KHR,562.27,04/28/2022 11:55:55
ZMK/BZD,315.24,05/05/2023 16:04:44
SBD/TWD,713.06,01/15/2022 01:49:38
KPW/MNT,418.40,01/19/2021 20:07:01
EUR/SHP,888.43,02/03/2022 07:54:19
AFN/XBB,353.65,02/21/2023 07:57:55
XBC/MGA,907.69,09/30/2022 02:47:16
MAD/MYR,98.90,07/15/2022 12:44:08
ERN/KZT,818.34,08/10/2021 07:51:24
LAK/UAH,587.60,01/29/2023 03:53:59
OMR/XCD,363.27,12/28/2021 03:02:08
INR/LKR,632.56,11/03/2020 02:45:39
EGP/JMD,648.86,09/26/2020 18:43:27
BOB/TOP,330.35,09/02/2023 22:39:47
KWD/ILS,169.17,12/10/2021 00:14:51
NOK/SBD,540.34,03/16/2021 02:37:30
RON/RWF,741.76,07/03/2022 03:54:30
TMT/SVC,801.87,07/05/2023 00:45:02
CRC/AOA,274.49,10/20/2022 08:28:20
XBA/HRK,532.06,01/24/2022 09:41:41
MXN/GIP,548.60,06/15/2023 04:40:44
HKD/PEN,700.28,07/17/2021 00:33:01
LSL/BBD,119.23,03/15/2023 19:02:29
BGN/SRD,505.86,09/12/2020 19:30:34
XFU/LTL,842.31,04/21/2022 10:49:30
BOB/PHP,880.85,01/14/2022 19:11:13
VEF/GNF,764.90,02/28/2023 02:42:53
FJD/KWD,381.29,05/02/2022 18:18:43
CUC/AFN,806.90,01/16/2023 01:20:12
MRO/USD,790.62,07/16/2021 23:43:17
BDT/PHP,44.93,03/15/2023 07:35:16
KYD/NIO,387.96,07/05/2022 13:16:16
MAD/CHF,580.62,07/30/2023 21:16:43
KHR/SVC,629.30,04/17/2021 11:30:10
MYR/CNY,806.29,02/08/2023 12:18:13
JMD/XAF,460.62,11/03/2022 22:28:06
LSL/UGX,291.32,01/15/2023 05:40:27
KRW/SBD,940.82,05/14/2022 04:03:53
RON/CNY,186.47,11/23/2020 03:54:49
QAR/KPW,449.23,12/02/2021 20:36:34
MRO/AMD,634.66,05/15/2021 18:43:03
GMD/CHF,609.19,11/29/2021 20:34:49
GNF/SEK,341.23,10/23/2021 05:37:58
MOP/JMD,960.76,11/17/2022 01:23:16
XDR/LAK,651.37,12/19/2021 09:08:08
AED/STN,532.35,10/20/2022 21:47:24
KRW/COP,58.11,02/28/2021 13:51:41
ISK/LTL,313.16,06/04/2022 18:40:29
PAB/SBD,863.11,07/13/2022 22:53:33
PYG/AMD,155.87,06/26/2022 17:39:40
BGN/AOA,913.79,07/02/2021 03:18:28
CHF/CUC,907.39,02/08/2021 23:49:16
HTG/BBD,714.15,08/27/2023 06:32:29
XDR/PGK,750.99,07/09/2022 05:56:29
ANG/SOS,858.27,11/16/2020 22:07:20
EEK/SCR,113.12,02/02/2023 09:55:23
SLL/CAD,266.22,04/22/2022 07:47:39
MNT/LBP,347.01,11/28/2020 15:31:37
GHS/CUC,409.51,04/17/2021 16:43:16
MUR/ETB,311.11,09/08/2022 08:21:07
EUR/UGX,527.89,09/13/2022 01:29:09
PEN/MWK,195.18,07/12/2023 17:38:33
MNT/COP,85.22,03/25/2022 11:41:33
ZWL/GTQ,362.43,09/16/2020 02:29:53
GNF/UZS,196.59,03/15/2022 17:15:25
GIP/XAG,410.33,06/27/2022 14:38:44
NIO/THB,66.16,05/26/2022 14:49:33
ZWL/TOP,828.97,04/17/2021 23:23:34
GBP/CHF,482.83,10/28/2022 11:34:42
RWF/TMT,674.03,04/22/2021 15:43:01
KMF/CHF,246.75,12/11/2020 11:03:01
KPW/ARS,108.35,11/20/2022 23:59:43
LBP/BWP,828.60,09/24/2022 05:07:05
MNT/CNY,694.32,01/12/2022 14:41:18
XCD/PYG,953.51,02/12/2023 06:41:47
XCD/BZD,314.19,10/12/2021 16:43:17
SAR/BIF,985.73,08/15/2022 17:18:26
PYG/BHD,408.08,01/06/2022 13:52:22
XBD/XPD,106.24,05/27/2023 03:43:46
XDR/ZWL,708.29,01/26/2021 20:56:56
DOP/PEN,687.44,10/04/2020 11:57:46
MAD/SVC,496.44,12/24/2021 09:58:11
RUB/KRW,187.14,02/02/2021 17:51:49
PYG/CAD,62.82,05/23/2023 17:52:33
UYU/AUD,347.87,04/19/2021 20:08:51
CZK/XFU,78.84,02/22/2022 16:36:15
AMD/KRW,599.24,01/06/2021 16:19:56
ISK/ZAR,777.49,10/06/2020 00:19:01
HRK/NAD,512.55,05/25/2022 01:56:39
VND/NIO,834.87,06/04/2022 20:15:23
HRK/USD,856.76,10/19/2021 11:00:52
PLN/PLN,566.20,09/13/2022 17:17:40
VUV/MAD,590.84,07/09/2022 07:35:19
PKR/AUD,278.82,03/25/2023 21:05:40
MOP/KWD,675.41,08/14/2023 00:23:22
RUB/RWF,259.05,02/13/2021 07:14:56
MRO/TJS,365.56,08/09/2022 14:28:27
CHF/ERN,630.94,04/23/2021 09:34:16
HKD/XBB,563.39,02/12/2023 18:58:45
BWP/WST,572.90,06/27/2021 14:25:04
CHF/BIF,146.83,05/17/2021 06:25:41
EEK/ISK,929.68,10/08/2021 18:03:56
XBC/USD,41.97,04/18/2021 22:43:58
ZAR/PGK,72.90,05/28/2022 07:29:04
RWF/BWP,612.65,03/24/2023 18:34:44
MKD/GTQ,92.08,06/03/2023 16:38:07
BDT/GBP,272.23,08/11/2022 20:21:40
ANG/XAF,333.51,11/20/2020 18:32:09
RWF/AZN,457.62,03/06/2022 23:48:06
AED/BRL,788.76,11/24/2022 18:28:53
BTN/USD,635.08,05/04/2022 00:46:22
CDF/ISK,137.09,03/19/2023 17:57:12
MYR/USD,250.36,05/09/2021 11:30:44
CDF/UZS,673.38,11/21/2021 18:32:35
DKK/GHS,918.57,09/26/2020 06:37:53
BTN/COP,653.36,09/25/2021 15:46:41
NIO/WST,677.83,11/24/2020 22:10:52
GBP/BND,576.25,02/06/2021 12:23:33
GTQ/CVE,793.86,02/10/2022 02:04:29
KES/XAF,515.90,08/04/2023 03:09:38
BSD/BHD,742.15,08/29/2023 09:25:08
GIP/MWK,509.74,01/06/2021 08:42:50
SAR/MYR,966.71,09/10/2021 12:25:52
SVC/TOP,912.87,01/31/2021 00:47:48
QAR/PLN,284.15,03/17/2022 01:02:25
THB/QAR,472.56,10/30/2021 00:51:15
BYR/ERN,827.67,10/25/2022 21:30:16
MDL/BHD,329.28,12/30/2020 10:59:04
GEL/RWF,184.95,07/20/2023 19:05:11
ETB/MDL,323.16,12/23/2021 03:09:02
GMD/PLN,696.70,10/28/2022 19:00:40
ALL/PLN,668.00,01/15/2022 04:20:03
SGD/FJD,528.17,07/25/2023 18:17:06
CAD/AUD,509.51,07/26/2021 14:45:39
EUR/QAR,956.53,11/28/2020 11:28:01
KWD/RWF,670.66,03/17/2022 16:40:00
TRY/GNF,380.05,02/12/2022 09:34:27
GNF/LAK,626.65,02/28/2021 18:23:34
DOP/CDF,742.19,01/28/2023 06:07:04
SCR/MAD,72.46,01/31/2022 20:28:45
MUR/SYP,459.57,03/05/2022 07:31:39
MXN/MUR,801.00,07/12/2021 09:41:33
JPY/TOP,165.34,07/15/2022 12:29:00
GTQ/SYP,264.39,06/22/2022 13:54:26
AED/CUC,476.00,08/31/2023 11:36:07
BYR/MGA,337.12,08/31/2023 19:46:58
MUR/NGN,870.32,10/17/2021 20:52:58
LRD/PAB,419.45,10/29/2020 12:07:53
ZAR/AWG,593.85,01/06/2021 04:14:39
MOP/EEK,755.15,06/21/2023 19:40:21
SCR/CLP,233.56,07/22/2022 10:29:30
AWG/BGN,838.01,05/28/2023 18:57:36
CHF/GEL,546.22,10/02/2020 13:23:57
VUV/SVC,608.05,01/12/2021 23:45:30
MWK/SRD,441.12,07/14/2022 16:35:35
CNY/LVL,818.23,05/10/2021 12:25:50
XFU/PLN,623.91,07/11/2021 20:22:40
LTL/KRW,456.21,06/27/2022 01:11:28
EGP/XDR,684.48,07/30/2022 00:23:45
VUV/MVR,2.76,01/07/2022 07:19:52
UZS/XAU,385.67,11/19/2021 04:02:09
UAH/BRL,497.52,09/30/2021 22:19:06
SGD/VEF,450.15,12/08/2021 19:34:10
EEK/KWD,98.41,05/13/2021 06:45:41
THB/RWF,184.12,04/17/2021 20:37:40
KMF/MDL,969.34,06/14/2023 19:12:03
BAM/BWP,354.24,05/22/2023 04:19:41
GNF/SGD,934.06,12/13/2021 22:22:28
BSD/TTD,202.82,11/12/2021 20:39:06
BWP/DKK,310.50,11/09/2022 20:19:54
PKR/MYR,191.21,10/20/2020 00:58:58
WST/AZN,112.19,11/15/2022 15:03:34
ILS/SGD,776.13,08/07/2021 05:45:00
MKD/SAR,69.59,05/05/2023 08:25:51
DKK/FJD,454.35,07/19/2022 05:32:04
XAF/IQD,63.02,03/15/2023 22:49:43
DJF/KHR,846.92,06/06/2022 12:49:10
KPW/RSD,378.68,09/23/2020 00:24:46
LAK/BHD,838.15,12/02/2022 01:41:04
ILS/MNT,48.09,08/16/2021 10:16:08
KRW/QAR,204.26,11/26/2020 22:52:43
HTG/TMT,488.97,09/14/2020 23:14:46
CDF/LKR,181.13,12/10/2020 19:01:58
BMD/PHP,252.94,05/10/2022 20:07:17
CVE/BDT,723.78,02/09/2023 07:49:15
SHP/KPW,213.26,05/06/2022 07:04:26
SLL/HRK,66.90,07/20/2022 15:23:07
AOA/SGD,488.23,01/21/2022 18:35:47
LSL/RWF,392.44,11/01/2022 17:23:49
TZS/VEF,915.32,05/12/2022 20:52:07
ERN/AOA,97.36,06/28/2023 23:53:31
CHF/CUP,92.85,08/29/2022 22:07:47
JOD/AWG,543.15,04/23/2022 14:29:53
ERN/COP,549.28,06/29/2022 07:35:22
SBD/UAH,564.32,05/31/2023 01:05:14
PYG/KZT,475.35,09/12/2020 15:54:24
CLP/NOK,632.89,06/01/2023 19:06:22
ALL/PEN,958.03,03/07/2023 22:49:24
XFU/LAK,392.48,06/20/2022 18:52:52
EUR/BIF,886.53,02/23/2021 19:57:36
UGX/ARS,687.25,02/03/2022 18:22:03
CNY/CUP,914.52,05/04/2022 12:06:29
MYR/RON,17.22,08/13/2023 21:49:42
FKP/COP,418.82,03/15/2023 12:38:04
PGK/KZT,597.92,12/18/2021 21:22:25
GHS/GNF,687.58,05/24/2023 23:41:55
BWP/NOK,561.39,06/22/2023 21:05:38
AOA/XBD,932.84,10/08/2021 18:26:44
BBD/AUD,345.81,01/10/2021 03:17:31
VND/TWD,655.94,06/11/2021 09:29:58
RUB/PKR,586.57,05/31/2023 01:13:41
TWD/BMD,581.99,11/27/2020 20:54:14
CNY/HTG,306.59,01/01/2023 18:01:17
AUD/HTG,197.74,05/30/2022 12:08:19
NGN/KYD,904.19,07/04/2021 09:31:25
MDL/OMR,596.71,01/22/2022 05:33:21
NZD/RWF,224.43,03/29/2022 22:25:18
CNY/VEF,841.04,11/06/2022 14:24:53
MRO/AUD,789.80,01/29/2023 11:16:45
BMD/DJF,827.28,03/24/2023 15:04:02
ALL/PHP,99.97,08/17/2023 00:45:26
INR/XPT,900.93,09/22/2020 16:35:01
JOD/JMD,74.71,04/03/2022 05:10:27
RUB/TND,991.93,01/30/2021 08:00:32
SZL/ERN,937.33,02/23/2023 01:08:03
CRC/VND,890.12,02/25/2021 21:31:58
MWK/MYR,991.88,08/17/2021 19:08:17
BSD/ZWL,469.66,09/23/2021 12:34:59
BZD/PEN,782.02,01/14/2023 22:02:56
BHD/CAD,503.76,04/27/2023 23:23:57
NPR/ERN,299.05,06/06/2022 20:13:42
ISK/LYD,279.85,10/18/2020 14:02:40
LYD/USD,494.64,07/09/2023 16:12:35
BHD/BWP,580.45,10/15/2020 23:29:58
CHF/THB,69.49,04/11/2022 08:24:59
BDT/EUR,582.25,11/07/2021 09:07:19
BMD/MWK,888.91,04/09/2021 16:55:48
ERN/CVE,104.89,09/18/2020 08:35:15
MWK/KWD,320.35,07/16/2022 09:25:51
BMD/TRY,381.98,09/08/2022 03:27:08
SRD/BYR,228.29,01/24/2022 06:48:38
PLN/EUR,596.09,03/16/2022 02:15:39
SRD/TND,84.33,02/08/2022 23:16:43
KGS/PAB,416.13,11/28/2021 07:54:58
NPR/BZD,539.66,05/01/2021 21:23:44
BOB/XCD,170.87,04/06/2022 03:07:10
BYR/XBA,407.22,07/26/2021 05:46:47
PGK/NAD,719.93,03/29/2021 09:03:02
XBC/JPY,704.95,10/13/2021 07:01:06
BRL/ETB,478.80,08/11/2021 16:22:54
SZL/GHS,90.58,09/29/2021 04:38:39
SAR/KHR,613.54,11/09/2020 03:05:44
NOK/TJS,494.41,12/02/2022 01:26:22
AFN/MGA,455.54,12/12/2020 21:53:36
ILS/AWG,328.84,12/31/2022 20:25:56
ZWL/BMD,820.33,01/13/2023 22:25:16
CHF/SCR,292.00,12/30/2020 10:42:55
NPR/XAU,125.44,06/13/2021 04:34:02
CRC/SDG,132.43,06/18/2021 07:22:36
SLL/MKD,895.20,02/26/2023 13:22:49
BZD/SRD,260.68,12/02/2021 07:33:35
UZS/CAD,189.97,04/03/2023 15:25:12
SVC/HKD,865.20,10/01/2020 19:01:39
PHP/PLN,195.82,06/02/2021 03:57:40
CUP/OMR,757.16,03/16/2022 12:26:29
IRR/VND,632.11,07/19/2022 09:48:28
PLN/CUC,983.73,08/06/2021 22:55:06
GTQ/IQD,461.11,05/12/2022 08:59:29
UZS/VUV,433.12,08/06/2021 01:42:42
SHP/EEK,887.27,08/27/2022 00:30:29
UZS/EGP,37.25,08/04/2023 06:22:22
SOS/XDR,625.97,04/18/2023 04:46:38
DKK/CRC,712.18,08/06/2023 14:05:14
TRY/AOA,801.81,05/11/2021 13:15:32
BZD/ZAR,61.70,10/04/2021 18:42:42
DOP/JMD,973.96,07/12/2022 23:32:34
KGS/YER,749.92,03/02/2021 16:13:04
KRW/BSD,190.70,09/27/2021 16:10:14
USD/MGA,651.15,09/08/2023 01:14:59
KPW/BIF,374.45,06/03/2021 10:44:10
TOP/CVE,991.25,08/04/2021 23:28:56
TRY/RWF,803.75,04/01/2023 13:35:51
VUV/PEN,849.12,01/22/2023 15:24:33
MVR/NAD,773.78,10/31/2021 11:15:41
ARS/SHP,937.13,07/26/2023 02:24:58
SCR/INR,344.94,08/11/2023 08:58:27
MRO/DKK,85.49,03/03/2022 01:27:36
KZT/SDG,846.81,08/09/2023 03:33:27
PGK/XPT,595.64,11/07/2021 00:14:22
ZMK/NOK,33.26,11/27/2022 10:06:19
XAU/MNT,228.97,03/07/2023 07:00:52
THB/XDR,533.97,01/19/2022 02:08:18
ANG/KPW,805.07,11/12/2021 06:52:39
HRK/RSD,851.86,02/10/2023 16:54:54
VEF/HKD,31.22,10/07/2020 12:36:09
ERN/AMD,651.33,05/14/2022 20:16:37
ZAR/NZD,476.24,10/29/2020 18:41:04
XTS/BAM,657.46,01/01/2022 05:02:59
MMK/TRY,886.01,05/25/2022 17:03:19
CVE/HKD,574.08,02/25/2022 06:23:43
BND/XDR,38.89,11/21/2020 04:27:55
AZN/LSL,641.36,05/25/2022 19:55:53
ILS/AED,678.75,09/05/2021 09:39:10
XOF/XBD,538.74,09/29/2020 10:48:21
DOP/HTG,555.44,11/01/2021 21:12:39
TTD/TTD,2.65,03/02/2021 01:41:16
XFU/SVC,318.07,12/19/2022 15:02:24
LAK/AFN,165.23,09/27/2021 04:57:19
CVE/IDR,631.34,08/27/2023 20:01:59
GIP/CLP,351.30,11/24/2021 12:20:38
XBD/STN,219.99,09/09/2021 13:21:47
CNY/GTQ,916.52,06/14/2022 21:34:47
MRO/NPR,893.36,11/18/2021 08:18:18
KGS/XBC,329.56,10/19/2021 02:14:14
CVE/IDR,381.77,03/29/2021 04:24:34
HKD/ZMK,877.97,10/13/2021 05:53:45
GEL/IRR,836.18,03/24/2022 21:17:03
SRD/ISK,501.13,09/07/2022 01:29:10
BBD/SHP,807.65,06/03/2023 23:06:05
MXN/KYD,43.28,06/26/2022 19:02:35
SCR/RSD,700.75,10/01/2020 09:20:44
KGS/BHD,472.74,09/29/2021 03:52:38
LRD/BND,542.31,07/19/2021 22:41:25
SVC/USD,710.51,10/15/2021 22:42:24
TTD/BYR,498.35,04/14/2021 12:33:07
PYG/BMD,122.95,04/26/2022 11:38:34
HUF/AOA,510.54,10/23/2021 11:34:39
KES/NAD,136.39,06/11/2022 12:04:55
ISK/WST,106.39,11/20/2021 18:59:38
BMD/LYD,165.84,01/12/2022 12:02:18
GNF/IRR,645.72,01/05/2021 01:17:23
MVR/SHP,897.22,04/01/2023 19:10:21
CUC/THB,457.88,02/09/2023 15:26:29
HNL/CUC,860.91,10/17/2022 10:51:38
ETB/BBD,74.61,12/18/2020 09:48:16
XBC/MVR,144.69,08/19/2022 02:37:57
AWG/UAH,900.45,01/30/2022 04:23:56
BAM/MNT,527.35,10/09/2022 14:51:08
AOA/BWP,472.82,02/28/2022 20:21:12
TMT/BDT,516.23,09/09/2021 10:40:38
LKR/SHP,704.39,07/31/2022 19:11:28
BIF/SHP,798.82,02/19/2021 06:40:12
ZAR/VUV,709.58,04/06/2022 22:02:42
AUD/IRR,322.31,01/08/2023 04:07:37
GMD/IQD,852.70,11/18/2020 21:33:43
CUC/AED,980.34,11/14/2022 17:39:10
HRK/HUF,763.60,12/13/2022 06:15:03
GHS/AMD,166.75,10/06/2020 15:38:12
KES/CZK,224.89,06/13/2021 08:15:02
ETB/KZT,99.03,06/19/2022 08:49:02
KGS/TZS,863.24,07/04/2023 00:18:17
OMR/SGD,519.87,12/03/2022 20:03:58
XTS/CNY,994.01,10/13/2022 02:43:22
XAG/PHP,313.11,08/10/2022 03:34:22
BHD/ISK,194.21,10/31/2022 07:39:01
RWF/KRW,657.76,03/16/2023 00:57:14
MYR/NPR,780.30,10/07/2021 15:40:57
XBA/KYD,166.92,08/30/2022 13:31:50
CHF/CRC,308.07,06/19/2023 12:50:38
MXN/KPW,790.87,12/06/2020 07:53:09
AED/MMK,494.14,08/14/2022 11:49:21
XPF/AWG,171.93,04/05/2023 05:07:15
KMF/AMD,274.92,07/08/2023 14:10:16
SGD/GBP,69.77,11/07/2020 15:37:35
PAB/WST,425.60,07/10/2022 16:30:15
HRK/XTS,130.64,10/03/2021 07:32:19
BMD/CAD,34.28,07/26/2021 20:52:16
GNF/CZK,89.28,10/05/2020 01:43:21
SEK/SAR,749.25,08/01/2022 10:44:34
KHR/DKK,185.47,09/18/2021 01:16:52
SVC/ANG,895.11,02/24/2023 05:39:50
XBB/XBB,325.69,02/11/2022 09:36:36
TWD/CDF,851.96,01/26/2022 18:12:06
XBB/CDF,442.80,10/22/2021 19:44:00
LSL/KWD,845.96,04/27/2021 18:28:13
ALL/PGK,82.20,04/04/2021 06:32:34
MVR/GYD,735.57,02/02/2023 08:35:53
VND/XBC,474.68,01/26/2021 14:05:08
PAB/SBD,988.35,05/27/2021 03:37:38
GIP/TMT,778.63,08/04/2021 13:10:01
TZS/TOP,819.55,10/14/2020 08:49:47
EEK/FJD,954.80,01/14/2022 16:58:46
TOP/SCR,748.34,03/17/2022 13:34:56
ALL/AFN,629.79,05/12/2022 19:43:22
CVE/XDR,519.85,10/21/2022 13:13:04
SBD/MOP,969.97,05/31/2022 06:25:06
BND/HNL,706.00,10/24/2022 22:22:24
HUF/AFN,639.63,07/02/2023 22:03:51
OMR/QAR,53.72,12/15/2022 18:10:25
XTS/TND,192.73,06/12/2023 22:27:09
XCD/ZWL,929.86,12/25/2021 12:12:25
KES/XPT,636.23,01/31/2021 13:03:28
SGD/MKD,849.16,03/20/2022 04:41:19
NIO/CAD,95.48,08/10/2023 01:07:42
ZAR/NIO,941.80,07/12/2021 13:35:33
CVE/LKR,69.59,01/01/2021 06:55:57
LTL/ERN,531.55,04/27/2021 23:30:30
BHD/EGP,209.83,11/06/2021 08:00:44
XPD/QAR,203.09,04/24/2022 10:20:20
AOA/GNF,907.82,07/21/2021 09:37:56
DOP/AUD,334.12,09/16/2021 01:32:32
NIO/ZAR,730.08,07/12/2023 07:40:35
THB/AMD,343.34,08/31/2023 02:23:34
MRO/CDF,602.74,02/19/2022 04:08:27
THB/JPY,493.71,06/28/2021 21:03:27
XAG/BTN,823.07,09/01/2021 10:08:15
NOK/UYU,471.73,02/28/2021 23:39:45
SVC/KHR,905.73,11/09/2021 02:20:30
XPT/KZT,936.12,11/26/2022 08:56:38
MXN/XPT,472.37,05/01/2023 12:45:46
ZWL/GHS,664.47,03/21/2023 14:10:34
AZN/MNT,770.07,10/19/2022 11:24:43
GHS/PAB,426.79,03/12/2022 19:15:28
KHR/NOK,147.12,05/05/2021 05:42:19
XPF/BHD,315.28,04/11/2022 14:41:07
DOP/LAK,858.01,07/26/2021 01:01:14
MRO/JOD,297.94,10/25/2021 13:36:18
SZL/DZD,541.36,05/11/2023 05:47:59
KPW/CZK,926.22,12/12/2022 04:22:43
BDT/GYD,761.67,11/12/2021 22:48:13
HTG/SVC,369.56,04/21/2022 00:49:46
BTN/BOB,274.15,09/13/2021 19:07:45
ISK/MGA,442.80,08/31/2021 05:31:40
KYD/DZD,34.30,12/07/2022 11:50:31
PYG/BHD,708.43,02/02/2023 23:33:11
ILS/SOS,570.98,02/23/2022 05:47:16
BDT/SGD,848.27,01/05/2023 15:11:43
BGN/MZN,552.87,12/09/2020 09:26:24
AFN/ERN,605.63,06/14/2023 23:18:10
HKD/ALL,983.03,07/29/2022 01:09:20
CVE/NOK,219.20,06/18/2023 08:29:20
RUB/AWG,13.49,02/03/2023 11:48:17
XBB/BAM,323.74,07/28/2023 01:40:44
BAM/LAK,399.20,07/07/2023 03:43:07
BYR/SEK,173.13,09/17/2021 19:52:48
NGN/PAB,980.46,05/31/2023 02:53:49
STN/RON,627.96,03/02/2021 00:59:45
UGX/UGX,746.01,09/16/2022 00:41:36
XOF/BSD,540.48,05/07/2023 09:41:43
UAH/NAD,605.09,09/14/2020 09:34:38
MNT/AZN,133.65,03/09/2021 17:36:35
TTD/ETB,786.42,03/21/2023 20:15:26
AMD/CLP,920.84,06/02/2021 23:26:01
XPD/MGA,416.89,12/15/2022 11:58:01
IQD/MUR,603.43,03/15/2021 20:12:25
STN/ANG,261.48,04/12/2021 11:04:09
TTD/ETB,689.89,09/24/2021 04:42:58
INR/INR,586.29,11/22/2020 23:49:44
GIP/VEF,969.66,11/04/2020 22:50:56
